family_name,adipose tissue fpkm,adrenal gland fpkm,appendix fpkm,bone marrow fpkm,brain fpkm,colon fpkm,duodenum fpkm,endometrium fpkm,esophagus fpkm,fallopian tube fpkm,gallbladder fpkm,heart muscle fpkm,kidney fpkm,liver fpkm,lung fpkm,lymph node fpkm,ovary fpkm,pancreas fpkm,placenta fpkm,prostate fpkm,rectum fpkm,salivary gland fpkm,skeletal muscle fpkm,skin fpkm,small intestine fpkm,smooth muscle fpkm,spleen fpkm,stomach fpkm,testis fpkm,thyroid gland fpkm,tonsil fpkm,urinary bladder fpkm
7BS non-methyltransferases,0.12848694210661277,0.36763578416403997,0.29713391186058397,-0.34623905638586194,0.1677157229879932,0.13745482178401733,-0.46646835616600846,0.3124042067484292,0.10120974056318048,0.07775962903486469,-0.2149443485451788,0.7930712814742114,0.2635832444646241,-1.4739406806790218,-0.3013356385399242,0.3268877683224712,0.02720048460340734,-1.3533195083072471,0.2155868709279401,0.6810863516855179,0.06206117831432497,-0.2739590481765397,-0.3559688775826165,-0.43297951850486116,-0.5499483397857625,0.5810961357987802,0.11715151610021597,-0.319477368411265,0.46494549698347737,0.14688385858920494,0.30880506661195095,0.5104207279584493
7BS orphan methyltransferases,-0.08299026373086152,0.28600229578161396,-0.14481558764750962,-1.0753445989051393,-0.5126410072868216,0.31373891473483617,0.27354355503551103,0.32493989960980124,0.035363058161946216,0.8283367086123249,0.006065969505119302,-0.469899748089809,0.3646080037842953,-1.1568086375651905,0.15927078181086396,0.21971200768785432,0.3982122745393259,-1.326218730022728,-0.10549358588300009,0.6958681375717556,0.2236913470880224,-0.12069175976209794,-0.8412591546047636,0.19166243157654522,-0.008106649129833745,0.017296414993660428,0.14302661396497957,0.1426135288100468,0.9573481644855758,0.15254261351423004,0.05244994713016574,0.057977054229280345
7BS protein glutamine methyltransferases,-0.510081997749634,0.5089350920730829,-0.23973515215924174,-2.4953459029586216,-0.587087825393956,-0.10004135023705911,-0.3150691276846829,1.058592588426309,-0.45445654484033404,1.4645245736484185,-0.32845245646198323,0.11282300610715679,0.3855148010910826,-1.4964677219810274,0.005493649374844298,0.40132465343292456,1.7398836997548637,-1.0749700926323886,0.21494197069423152,0.8921774601698409,0.3025805616674729,0.19217276713004955,-1.439194161293912,-0.904712676268788,-0.21021272435663063,0.2525291009361037,0.4663149250456453,0.11088600173681659,0.6878090241857824,1.2501819329826396,0.15549086959822883,-0.0463489440372329
7BS protein lysine methyltransferases,-0.1267851882947651,-0.1290723024586492,0.3786634828725519,1.5219189956916197,-0.2787773077479162,0.0418147085102111,0.5219850031030295,-0.5737724371720371,0.4770417090145769,-0.5509736516893164,0.4085205998791137,-1.1068832290348571,-0.4434495533279047,-1.129540336346866,-0.0135208018545454,0.456733839999792,-0.8240198104544737,-0.6497403745100394,0.0874557133991847,-1.346077153912786,-0.0637982550979647,-0.8110481851029349,-1.02236200359763,-0.1336544921239706,0.5867423737646913,-0.3957309748826509,0.1520146093247571,0.7072206794142573,4.317175775157568,-0.7821698383236829,0.5037980587890164,0.2202903470126433
7BS protein methyltransferases,-1.3216358070652074,0.4020556420989728,-0.8844725217401546,-0.8766425762372112,1.0735247085327542,0.8502396476581328,-0.2377508208349452,0.3656384210947072,0.0850882608839297,0.8322906567129633,-0.5398520193984975,1.0911654394547057,0.5200247895549192,-3.7489307378879206,-0.7110687871857999,-0.2171477476250499,1.0115084310614015,0.1865477146106594,1.1919444247119628,-0.2218901357074721,0.9633575858390828,-0.7166330948127936,0.102230993853421,0.2305940568661234,-0.342876623779305,-0.0436153018377822,-1.137588984226451,-0.619774472311707,1.7636690691434191,0.2114009210227726,0.64921600728842,0.0893828602619252
7BS small molecule methyltransferases,0.14623086294639615,0.952256912301325,-0.2153299013349222,-1.0577269837355783,-0.2924462987028821,0.15764797679092346,-0.12179904464630775,-0.17193193718030214,-0.022174772010907826,0.1758692848239306,0.07381727658394388,0.41529283339986517,0.6520887282432685,1.4001818795350325,0.011073010307909525,-0.08640233991598725,-0.032132404205974775,-0.22099710109140183,-0.0878891059950525,0.3136217909199739,-0.21982765231121507,-0.08100689506035816,-0.09683490108831044,-0.48447242109402316,-0.02513493846217505,-0.25075141580174076,0.03221557723279016,-0.19579454136270227,-0.3703116994564406,0.1894861351689971,-0.3815655099068155,-0.10525240489125898
7D cadherins,-0.5138013295497486,0.575211815940945,0.3698399742539952,-0.5895670768028825,-0.5251893400605013,1.05649433996047,1.350317763425774,-0.231240946955059,0.1145833452458628,0.5311193377048895,-0.13432995297553266,-0.4012541888024981,1.7552055528855512,-0.5540160490436463,-0.49932356734362837,-0.4022680543933058,-0.5859132302905459,-0.370595618506359,-0.38864925101298753,-0.4157391778448428,1.022401664515374,-0.5758946227836342,-0.5943278460544122,-0.5642768371193668,1.1879171996848072,0.12796932016538845,-0.1261704768613832,-0.203031681221384,-0.5203984357166342,0.8106055251114498,-0.34829740198298786,-0.35738075357316723
7SK snRNP complex,0.0323482304218188,0.3406555815182969,0.7330688407305885,-0.2359888858328803,-0.8165213618590861,0.5067401510155858,0.2120643099465234,0.6181083876410766,-0.0134973718479018,-0.1457635988416516,0.2779290206233126,1.227120805863528,0.5048851233230811,-1.1680565901307367,-0.1658659878696416,1.426709903908295,0.2937145046737598,-4.067462551359004,-0.0894152041951161,0.4853487921717529,0.8637812201604819,-1.7853911660507054,-1.169540689549392,-0.1917185556067021,0.2927299584182286,-0.0916082363375961,0.072377647096025,-0.1602706033317054,-0.349722615770252,0.8846908975285218,0.8130915255143486,0.8654585180271341
7TM uncharacterized proteins,-0.0870446958188789,-0.09104752615973992,-0.05301675454766319,-1.3011253851210853,0.4688859740457676,0.17284055183973204,0.028667929083574982,0.34868094428640417,0.20425971041463845,0.34075612874624456,0.18639350106506847,-0.6078041632991534,0.5848959503305263,-0.7158359948980906,0.1914254755772019,-0.060557156591398084,-0.033416407382460246,-1.1918763029543342,0.5129736088712392,0.45743330614521205,0.3136010490357682,-0.35989919480906224,-1.722162957254406,0.4472418463778205,0.009971588959592482,0.16826415784769527,-0.2963941377787475,0.11505032405404032,0.4019957951743321,0.8488300316222763,0.25555134931046203,0.4624614538274146
A-kinase anchoring proteins,-0.10150085034503792,0.016542640370511,0.028503167498520908,-0.5306013394505267,0.7421645324881969,0.34399931066158335,-0.03674747865563615,0.23001697284410338,-0.09755145552224452,0.2650693474162548,0.13973873304048878,0.11892751726325355,-0.11342848256632622,-0.4375921113263104,0.06154664877890477,0.07333398997893475,0.13317144408030177,-0.7358014114906507,-0.34769524025471904,0.09766672889439239,0.32414877252498425,-0.32850664939966556,-0.6529292256615661,-0.281360395888477,0.05316689004011443,0.007135962248670716,0.11927666558365212,-0.12532953781863163,1.090052808756052,-0.0006345161558639185,-0.11366106709652901,0.058877629163263334
AAA ATPases,-0.26025184685873604,0.1060959363918231,0.4932327488164276,0.3789287944355809,0.015823167896100925,0.22203933759972116,-0.20325368036368693,0.2536685374035607,0.15758956374258362,0.2510681437886229,-0.34685299489988075,-0.0685294732506559,0.07104255054661204,-0.5645355975846272,-0.27461345755974553,0.8113514922597794,0.1890562325248144,-2.0156816256366046,0.05443616945398329,0.004290019116847924,0.39723306600760794,-0.9964616230017531,-0.6235557166734335,0.0991120882757718,-0.2795399124803736,0.16495652661927426,0.008219993021635678,-0.13600637594458953,0.9055751127091234,0.25027643703810337,0.8946308666092346,0.04065551999688434
ACF complex,0.2226075543569058,-0.5198537829907022,1.3205204711052216,2.268938118935085,-1.511727874082909,0.3192824197270287,-0.1591930136814741,-0.1931597574451621,0.4740944911490502,-0.464396277712402,0.5127865383110204,-1.4918603696935566,-1.3414230603292177,-0.5393820495644414,0.4190336757988153,1.3447254784882363,-0.8994972766167045,-1.6510685272931869,0.0204491773666792,-0.1931597574451621,0.3897724421419387,-1.2069674017026517,-1.9427180452048112,1.1716057452052282,0.1871358787955804,-0.2754164555625016,0.9481994168615242,0.4363304668114777,1.5263996677064011,-0.6050581958140331,0.9211239350906554,0.5118763672880668
ADAM metallopeptidase domain containing,-0.019191411141076267,-0.17997757071068143,0.09771296268176435,-0.3146462061045017,0.33711468341297224,-0.03169254146010049,-0.1369682369871266,0.3197318836099533,0.4040547139240583,-0.004816079090739811,0.4520708077618025,0.1520214963788827,-0.4961822487727616,-0.5306494150028636,-0.1339974664286729,-0.0835566277365098,-0.2085611597226991,-0.7310861663496228,0.025826516342763305,0.1714194487364472,-0.003935734313031997,-0.40093650842555695,-0.5577599049324441,0.0858132162014851,-0.13862551421512231,0.32682555576196104,-0.007265956618374854,-0.005356116416229926,1.8830209704646894,-0.41002415751241783,-0.05194460847163227,0.19156137513538707
ADAM metallopeptidases with thrombospondin type 1 motif,0.9630711601662069,-0.12400098071724612,0.3193937480601729,-1.0817076644000596,-0.08307933307528684,-0.10848475734894392,-0.455282240126604,1.183402641450285,0.00897180663928294,0.1872467400173741,0.9470064336089279,-0.1714500112323899,0.1109739680770827,-0.10602178468548144,0.2648336576992105,-0.28852324117003636,0.2635801542011658,-0.5244995814468358,1.3054089854047293,-0.08167455691368086,-0.20657845973253605,-0.6716986858876844,-0.8338062935502589,-0.5221222335673132,-0.3642505204414213,0.9741035274643153,-0.1390224448016709,-0.30420554964693264,0.10483407084409986,-0.3341998096545773,-0.7064105719468939,0.4741918267130007
ADAMTS like,0.008428343193059896,0.5354507565709243,-0.48869704415259446,-1.8033075424363822,-0.2763969791412124,-0.19450520214763983,-0.14444592782810745,0.9935508379760358,0.5490430676832216,0.7958111110401057,0.06383542208652544,1.0176663866502929,0.6089536863067739,-0.07265866354866501,0.4494226382191588,-0.2181197175181639,-0.8017611552609789,-0.5576030562838545,0.11990481679841902,0.6068643164480456,-0.26790097332406726,-0.5786253040213959,-0.45422927643705185,-0.21329260512982323,0.05296992166542327,0.819437940431141,-0.20296087656669065,-0.1256880872727883,0.1551558101151489,-0.03703119427721087,-0.3596473120467515,0.020375862209100405
ADP-ribosyltransferase family,-0.23798242423170668,-0.2384422287038149,-0.38635580552399645,-0.3437825999341116,-0.504190457430806,-0.35951293882719265,0.29712242820080914,-0.10382680564210633,-0.1350017023652087,-0.03206676301560246,0.4136375123370381,0.7577330388897063,-0.10516154215421386,0.3694534220418309,0.09743517139026829,-0.009648223208647694,0.2053772144703659,-0.1858435955882134,-0.07866068472954182,-0.0700701505494139,-0.4785060591436243,-0.2657088841442016,1.8106184041573912,-0.6910498113373984,0.11512372692867107,-0.2520359507840518,0.3063017015228127,-0.43238634964928935,1.3238752161315503,-0.011384096684319972,-0.41003047366434353,-0.36503028875863974
AF4/FMR2 family,0.04498968285299855,0.04327327270903368,0.17723193565701584,1.079236137293275,-0.10054509706098824,-0.32709897212830624,-0.8588318944452296,0.6813834827146313,0.10803312855113345,-0.05377511229347115,0.43564937574861623,-0.14170621012419818,-0.020601950530651364,-0.6888318298391107,0.11239060705594738,0.7034853528272558,0.5129511283488941,-1.2864711778693882,1.0856613364318615,0.376887166769184,-0.27823767979896746,-0.8181818179151132,-1.104752029368512,-0.6892421915933045,-0.6329865593053583,0.4766875249255107,-0.061530791976059415,-0.2440100473318202,0.20440735511693398,0.7472582304663666,0.3988179970864907,0.11845964702531787
AH domain containing,-0.5139471592606399,0.13991285141009263,-0.5322955835028184,-1.2477881730936402,0.25335119263329514,0.2968648231347282,0.29004802508159494,0.678197527627901,0.04714341787615865,1.174337115845392,0.24460674411652494,-0.20200431670439417,-0.08642925818074783,-1.4647076417170708,0.0982715000215459,-0.5545891368114072,0.003871905518894353,-0.6995266032016421,-0.06468679492123094,1.2006341150244675,0.7648450166133921,0.1750379168800316,-1.8812588771748,0.1148078816296337,0.05596901815087626,0.020266308625690344,-0.3925643136621671,0.8377969085850104,0.8300992665790593,0.651825017880781,-0.3674402315140981,0.12935153650958936
AH/BAR family Rho GTPase activating proteins,0.1835402282563714,-0.27204415249073455,0.3900390877930653,-0.5176200405820969,0.06371082957990275,0.31876923299069887,0.04623170528216504,0.09347697811954966,0.11365474431613451,0.4544366389511471,0.4626342044015477,-0.31081663307389873,-0.18767383131779064,-0.9016697202591215,0.5401344793119439,0.3029286204988537,-0.2608023935638875,-1.2819365497641269,0.5979957521356586,-0.20179804442704072,0.25850190543019075,-0.23244910387658196,-1.3371964447931264,-0.26864525593669863,0.09568480988167526,0.017599785808668347,0.5740190793578474,0.13414642334357169,0.14991098471331032,0.0868040301894018,0.43418744507546303,0.45424520464793905
AKT kinase family,1.0476846353039269,0.6425217439757566,0.0379573744307952,-1.207885366401203,-0.49246837381792824,-0.4619260190652974,-0.8489778886060928,0.2908826646228396,0.7086038196698458,0.8877224935805169,0.2998564698329013,0.7291697182936634,-0.1888834089338023,-0.979816502492919,0.4212181793713212,0.16458145633639854,0.5494365617809122,-1.0108081122533383,0.05802344517414953,0.7262289406057313,-0.7226741192081053,-0.8462560419882764,-1.1206657300573462,-0.7570649312872814,-0.6535952853387974,0.7095009672054117,0.37800349293635604,-0.2958344313065064,-0.2617381120227666,1.6044217414319588,-0.0907728161058808,0.6835534343330333
ANP32 acidic nuclear phosphoproteins,-0.2266347271082038,-0.004290520092610291,0.706127915468875,1.0424540416209946,-0.36061654031586327,-0.00612490423590258,0.0017816417632549597,0.0652047587464769,0.2070497893375215,-0.004896176865869267,-0.017353871553673936,-0.44834373733015537,-0.16451770503388366,-0.42282744726326166,-0.21142376836604157,1.3002685043165556,0.22511269895547703,-1.4835792901993186,-0.10023391459050636,-0.3888270230024715,-0.04846724012814132,-0.9554872481862287,-0.8692750301268575,1.5837748056706067,-0.00705087107964363,-0.3104965795611874,0.18150332019238438,-0.1935633976203143,-0.8729979612065035,0.026180998777884712,1.7486859360276528,0.008863542988946796
APC membrane recruitment proteins,-0.5629878127833319,-0.07731457553045519,-0.33666141093290863,-0.7204276884416171,2.0681895672794,-0.29858723365513673,-0.13712309977778844,-0.028099998444696166,1.5481445261603648,0.553679597075947,-0.4513766109455564,0.317179778459273,-0.09906742794667389,-0.13442111719915628,-0.4350967276165465,-0.39601144566885166,0.9989461714985864,-0.406550203688473,-0.604162526097043,-0.17447081706170878,-0.2868188696287623,-0.24528899520992586,-0.1080300554085385,1.1553337136099688,-0.3094726009862361,0.21546603431640277,-0.38570361528166325,-0.13463813067615138,-0.2746552605167479,-0.277767489940673,0.3207996837936506,-0.29300535875495165
ARF GTPase family,-0.10297434336891323,0.2174127786284813,0.2131918574572127,-0.4704881644971958,0.52745245237647,0.058692055717960497,-0.24116025527846602,0.23472681448692378,0.4141733011026576,0.38578098480222744,0.4035994614398802,-0.21165439758580062,0.0964146174646669,-0.8479266260294557,0.07495348112246375,0.33121938696809744,0.02097954939060516,-1.3073151623974528,0.10628742109871339,0.2626884426421519,0.00564398021411193,-0.38957319783853167,-1.4345258325446195,-0.011398406563714587,-0.11139093256474496,0.2644787149264677,0.02213884078742588,-0.06483119943337305,0.41588007152321355,0.39602753314101513,0.31226544805786177,0.4292313247536576
ASAP complex subunits,-0.5928834431723748,0.6278189692316486,0.5658571249407259,1.7425437957619057,-0.3393739965429127,-0.29475509562029106,-0.0998849538926115,0.3885102414810595,0.14782387915990045,0.3158071425699427,-0.0440790869875485,-0.07308769900878616,-0.4047318446619524,-2.354909298823276,-0.1321478899633048,1.091821697431979,0.44070028646401394,-1.9157132069556502,0.4474374121310785,0.04852247696141052,-0.34238471416831273,-0.43193229211162637,-0.4278840609583561,0.33851272176705743,-0.04810226360929206,-0.4873823098462266,0.3581229528911867,0.04559523094797646,0.7925838105209122,0.19985420414330857,0.25749314752726377,0.18024706239113245
AT-rich interaction domain containing,0.27627024581682424,-0.577703846285637,0.808241383375592,1.0423833177989474,-0.15713117357981635,-0.09126195436667171,-0.1971579492401597,0.32129595633249414,-0.119718541649611,-0.4176951938394093,0.31729087788206806,-0.4859747596010487,-0.22430916960428457,0.38815623547907996,0.26493370707180164,0.7471443893589856,-0.6522203226501447,-1.0332625236372532,1.0058791746392517,-0.016122623116541477,-0.3857401017653359,-0.7035125696707691,-0.9698298585330569,-0.46471684903915556,-0.1354707613247032,0.11152256934054144,0.7182812136413266,0.055092555173880016,0.6311580507806448,-0.832212077845938,0.3364589878234818,0.4399316112346198
ATAC complex,-0.594726991518423,0.208385967891892,0.15122719822562428,-0.08938894144363412,-0.19333418477375774,-0.18830077522163277,-0.42844398571758724,0.7536157145803547,0.03011425985564205,0.7320092453118153,-0.05910552881649276,-0.48380739321660665,-0.15010279084522246,-1.5679991756888134,0.5840716752721834,0.9943473526328482,1.2203030718549395,-1.9879108938143617,-0.23227486345012496,0.12956826745637387,-0.3236471395315808,-0.7010993878109827,-1.3895840010246918,0.08428431054486246,-0.31369929815479286,0.24153596715240958,0.12219437996793008,0.08833152889254688,1.0605754827717044,1.2417518175907871,0.4857150598887565,0.5753940511380365
ATP binding cassette subfamily A,0.7575322212889013,0.43223476590947324,-0.7668113559064232,-0.4482534879327787,0.15793528461162673,0.06468529295163532,-0.25694055019823026,0.13007523849260652,-0.25844695943626256,0.9186785697215013,0.4359537441115975,0.18834816123013534,-0.10456080778267829,0.16093489505821743,0.2426301333843646,-0.6699679060131268,0.8095714860942237,-0.5434327842606245,-0.9174373469572593,-0.2766192930148638,0.20777651322267301,-0.04499730294730858,-0.05844808301056618,0.738163079554281,0.08479024548870978,-0.4995787273770957,-0.32280089357354697,-0.2281623499627049,0.6728295161718846,0.17557427376996795,-0.7468174429261468,-0.034438129762186485
ATP binding cassette subfamily B,0.048159617159562886,-0.059336544748375145,0.3799540229847634,0.08696237949601811,-0.201767643528444,0.3657096158471639,0.695293831315719,0.20486750326988684,0.05190650324845243,0.14761372800556044,0.44690569342191666,-0.39314652700451524,-0.14011198531129665,-0.14900460291762035,-0.052065593908652584,0.3713873201688313,-0.1544118587224705,-1.7824410144911422,-0.3597009480742359,-0.07301984342020909,0.05732220467692303,-0.6448690525339902,-0.6975594107187908,0.1406966513968079,0.4371557761952069,0.20878831910311368,0.11365670509347076,0.10754686439714137,0.54883086960396,-0.13121642526553018,0.14266667779984551,0.283227167460927
ATP binding cassette subfamily C,-0.14145324919056457,0.0420815016854409,-0.10437149467673361,-0.7776264297980263,-0.13505898990863127,0.14361129867864705,0.5117134186677084,-0.05316125641806244,-0.11841113409216014,-0.0994280949581769,0.6455379506904514,-0.31221825979141804,0.3167808313877735,0.03990274619646261,0.23300584837351168,-0.3189606403167333,-0.4150426617004181,-0.20108916322425363,-0.49009189720324253,0.5484911764176541,0.23953298062838926,-0.10183635957991126,-0.10268799271354624,-0.27762182665103213,0.3536148896511884,-0.04437565158670983,-0.18189184248194692,0.4791070842663213,0.6403771517881277,-0.05783354263858629,-0.4618112160972298,0.20121482459570747
ATP binding cassette subfamily D,1.7202016117528043,0.6871327531169747,0.35680680562963835,-1.1699498292305825,0.06035819076704659,-0.34326848382333014,0.7469782282591381,0.6569507967829878,-0.8685345750602753,0.7780019500123663,-0.2640772501653821,0.1207884997497048,-0.15681389341726495,-0.9778394535605929,-0.07166177184806706,0.4538874869379595,-0.2497482548121065,-1.2583452774976513,-0.16777900858588002,-0.39846728708477624,-0.30511190615920614,-0.44201009982707945,-0.6315486249855508,-0.42896903162007627,1.1140608789019781,0.7773139952090607,0.8001680704181373,-0.3482117777138083,0.38506601215537656,-0.6313683608912424,-0.03679900869371835,0.09278861528341999
ATP binding cassette subfamily E,0.3463757222095197,0.1540083678853529,1.1946420052014135,-0.5804162482608577,0.1555325938723037,-0.1461003371448888,-0.6735529656461237,0.4910696939534784,1.2254509720160829,0.3233072859205518,0.1585788951783241,-0.4090616913691469,-0.691318302764547,-1.1544055363348174,-0.8432800932467621,1.6898646411724934,0.7293787630698096,-1.521571227906873,0.3778288600395022,-0.735159462925836,0.5536590500940278,-0.5804162482608577,-3.403537774668176,-0.4072480715796578,-0.8474316554173127,0.7306549081304579,-0.079876801193723,-0.2879927101890451,0.8249602929456678,0.7510051278122837,1.5935679810028498,1.0614839664044602
ATP binding cassette subfamily F,0.1456923627194977,1.9530870745017384,0.39406342704253794,0.09590791750174832,0.4170325232346743,-0.31922440145363884,-0.29741253577353044,0.14772990273394004,0.1300997066081523,0.22390205282993936,-0.08960985476587305,0.379145687751796,0.17163774990938224,-2.0928878006511247,-0.16546210584923055,0.8562810952420832,-0.14500082696501349,-2.0995251896168625,-0.08927114183686936,-0.2514129877616527,-0.005365996489700597,-0.544193073229378,0.4165708593586085,0.245683126447392,-0.7237888899859298,-0.08270526428158387,0.36829744753492577,-0.48970030358918326,0.7179428072412949,0.20584639346481073,0.7555261850578513,-0.22888594693077985
